5.211409, -0.987265, 1.173241
5.216012, -0.980578, 1.174670
5.220717, -0.959407, 1.167284
5.223698, -0.946749, 1.165622
5.236519, -0.923111, 1.159768
5.248965, -0.899572, 1.156675
5.257316, -0.874899, 1.158785
5.262852, -0.856201, 1.156368
5.274866, -0.829203, 1.156696
5.281262, -0.807333, 1.151976
5.292656, -0.785067, 1.154649
5.307877, -0.759301, 1.161025
5.318296, -0.738944, 1.157200
5.331658, -0.717179, 1.160755
5.336033, -0.700558, 1.165429
5.345866, -0.681044, 1.162559
5.352842, -0.670379, 1.162135
5.359728, -0.667600, 1.171423
5.369232, -0.648134, 1.162556
5.422805, -0.528647, 1.156735
5.431420, -0.508457, 1.160088
5.443609, -0.492743, 1.157612
5.450537, -0.470713, 1.155789
5.453628, -0.452893, 1.153607
5.462368, -0.436640, 1.153768
5.470485, -0.419445, 1.157736
5.482690, -0.399495, 1.160492
5.497393, -0.381166, 1.161575
5.513996, -0.365162, 1.153930
5.519004, -0.346951, 1.145991
5.525134, -0.328555, 1.146995
5.540884, -0.310208, 1.152844
5.558632, -0.294244, 1.160452
5.561641, -0.284726, 1.165489
5.564850, -0.265548, 1.166361
5.572670, -0.260307, 1.197458
5.577335, -0.242300, 1.227974
5.579002, -0.220746, 1.257716
5.580475, -0.195218, 1.269336
5.583183, -0.173801, 1.268458
5.578961, -0.153992, 1.306581
5.568294, -0.164270, 1.313057
5.555403, -0.165259, 1.316230
5.556287, -0.147872, 1.319038
5.553478, -0.129274, 1.317067
5.556137, -0.113016, 1.317616
5.555806, -0.109129, 1.318633
5.553922, -0.089250, 1.324055
5.555634, -0.069695, 1.326767
5.559630, -0.049276, 1.327622
5.564627, -0.032610, 1.321345
5.579079, -0.004100, 1.321195
5.588791, 0.018219, 1.325795
5.592102, 0.029697, 1.330173
5.596409, 0.043325, 1.332076
5.605814, 0.068588, 1.324714
5.606810, 0.078537, 1.336460
5.614208, 0.082405, 1.329468
5.623088, 0.100610, 1.327455
5.630108, 0.117559, 1.332085
5.641897, 0.137884, 1.327544
5.644337, 0.143143, 1.320331
5.655668, 0.153888, 1.318004
5.665390, 0.185974, 1.320479
5.680373, 0.217766, 1.331342
5.682878, 0.227489, 1.324696
5.680585, 0.237286, 1.326567
5.690299, 0.249593, 1.326483
5.695980, 0.274346, 1.323385
5.695895, 0.286606, 1.326142
5.706524, 0.313108, 1.335382
5.716649, 0.345830, 1.344649
5.720377, 0.359399, 1.328581
5.724508, 0.387352, 1.329210
5.735170, 0.412199, 1.327693
5.742952, 0.438002, 1.333417
5.749832, 0.460908, 1.332020
5.756927, 0.470793, 1.334190
5.757965, 0.486195, 1.340747
5.760494, 0.504820, 1.342041
5.761783, 0.522630, 1.357457
5.757801, 0.549416, 1.382937
5.753931, 0.573882, 1.401270
5.743011, 0.593080, 1.414128
5.739869, 0.612911, 1.411316
5.741349, 0.622168, 1.418683
5.734325, 0.629775, 1.419190
5.729542, 0.643222, 1.414360
5.727447, 0.657028, 1.407225
5.727336, 0.671267, 1.407999
5.723849, 0.687658, 1.398286
5.725742, 0.704110, 1.392431
5.733095, 0.719882, 1.393577
5.733986, 0.738156, 1.392098
5.736073, 0.752930, 1.397440
5.737693, 0.770880, 1.391355
5.734307, 0.787448, 1.388197
5.731188, 0.807901, 1.380253
5.725269, 0.832490, 1.362432
5.724447, 0.854618, 1.367185
5.728583, 0.873609, 1.373493
5.734464, 0.895200, 1.375967
5.735970, 0.916918, 1.374321
5.742406, 0.936192, 1.371614
5.747749, 0.954372, 1.381337
5.754436, 0.970024, 1.328609
5.757302, 0.978750, 1.320594
5.755983, 1.000764, 1.367128
5.762532, 1.011537, 1.328622
5.767709, 1.021378, 1.332445
5.766401, 1.041047, 1.371784
5.771913, 1.051927, 1.331115
5.782638, 1.053144, 1.292372
5.784952, 1.063496, 1.324292
5.787358, 1.077704, 1.337265
5.784520, 1.094034, 1.368733
5.794431, 1.105039, 1.341843
5.791164, 1.119715, 1.335055
5.789890, 1.135411, 1.328393
5.793291, 1.147170, 1.330123
5.806200, 1.161673, 1.318884
5.817523, 1.174594, 1.313952
