-13.000554, 8.449234, -2.465176
-13.034036, 8.431035, -2.388457
-13.034036, 8.431035, -2.388457
-13.065670, 8.411544, -2.308655
-13.065670, 8.411544, -2.308655
-13.095342, 8.390798, -2.226534
-13.095342, 8.390798, -2.226534
-13.095342, 8.390798, -2.226534
-13.123225, 8.368300, -2.151273
-13.123225, 8.368300, -2.151273
-13.123225, 8.368300, -2.151273
-13.149497, 8.343648, -2.088643
-13.149497, 8.343648, -2.088643
-13.174110, 8.317082, -2.035561
-13.174110, 8.317082, -2.035561
-13.174110, 8.317082, -2.035561
-13.197073, 8.288843, -1.989918
-13.197073, 8.288843, -1.989918
-13.218552, 8.258954, -1.952861
-13.218552, 8.258954, -1.952861
-13.218552, 8.258954, -1.952861
-13.238760, 8.227442, -1.924437
-13.238760, 8.227442, -1.924437
-13.257800, 8.194518, -1.902111
-13.257800, 8.194518, -1.902111
-13.257800, 8.194518, -1.902111
-13.275785, 8.160361, -1.884171
-13.275785, 8.160361, -1.884171
-13.292826, 8.125120, -1.869493
-13.292826, 8.125120, -1.869493
-13.292826, 8.125120, -1.869493
-13.309035, 8.088922, -1.857370
-13.309035, 8.088922, -1.857370
-13.324523, 8.051876, -1.847386
-13.324523, 8.051876, -1.847386
-13.324523, 8.051876, -1.847386
-13.339395, 8.014075, -1.839325
-13.339395, 8.014075, -1.839325
-13.353736, 7.975592, -1.832853
-13.353736, 7.975592, -1.832853
-13.353736, 7.975592, -1.832853
-13.367566, 7.936473, -1.827062
-13.367566, 7.936473, -1.827062
-13.380943, 7.896769, -1.821786
-13.380943, 7.896769, -1.821786
-13.393878, 7.856513, -1.816443
-13.393878, 7.856513, -1.816443
-13.393878, 7.856513, -1.816443
-13.406418, 7.815749, -1.811115
-13.406418, 7.815749, -1.811115
-13.406418, 7.815749, -1.811115
-13.418563, 7.774501, -1.805390
-13.418563, 7.774501, -1.805390
-13.430354, 7.732804, -1.799484
-13.430354, 7.732804, -1.799484
-13.430354, 7.732804, -1.799484
-13.441781, 7.690677, -1.793070
-13.441781, 7.690677, -1.793070
